gene	pip	chr
ATG16L2	0	11
FCHSD2	0	11
P2RY2	0	11
P2RY6	0	11
ARHGEF17	0	11
RELT	0	11
FAM168A	0	11
PLEKHB1	0	11
RAB6A	0	11
MRPL48	0	11
COA4	0	11
PAAF1	0	11
DNAJB13	0	11
UCP2	0	11
UCP3	0	11
C2CD3	0	11
PPME1	0	11
P4HA3	0	11
P4HA3-AS1	0	11
PGM2L1	0	11
KCNE3	0	11
LIPT2	0	11
LOC100287896	0.0455	11
POLD3	0	11
CHRDL2	0.029	11
RNF169	0	11
XRRA1	0	11
SPCS2	0.0278333333333333	11
NEU3	0	11
OR2AT4	0.117333333333333	11
SLCO2B1	0	11
ARRB1	0	11
RPS3	0	11
GDPD5	0.0966666666666667	11
SERPINH1	0.135666666666667	11
LOC105369391	0.0775	11
MAP6	0	11
MOGAT2	0	11
LOC283214	0	11
DGAT2	0	11
UVRAG	0	11
WNT11	0	11
THAP12	0	11
GVQW3	0	11
EMSY	0	11
LRRC32	0	11
GUCY2EP	0.0451666666666667	11
TSKU	0	11
ACER3	0	11
B3GNT6	0.043	11
CAPN5	0	11
MYO7A	0	11
GDPD4	0	11
PAK1	0.00183333333333333	11
LOC646029	0.0943333333333333	11
AQP11	0	11
CLNS1A	0	11
RSF1	0	11
AAMDC	0	11
INTS4	0	11
NDUFC2-KCTD14	0.103	11
ALG8	0.0575	11
KCTD21-AS1	0	11
KCTD21	0	11
USP35	0.0636666666666667	11
GAB2	0.00316666666666667	11
LINC02728	0	11
NARS2	0	11
LOC101928896	0	11
TENM4	0	11
LINC02720	0	11
MIR4300HG	0	11
FAM181B	0	11
PRCP	0	11
DDIAS	0.116333333333333	11
RAB30	0	11
RAB30-DT	0.201666666666667	11
PCF11	0	11
PCF11-AS1	0	11
ANKRD42	0.002	11
CCDC90B	0	11
DLG2	0	11
TMEM126B	0	11
CREBZF	0	11
CCDC89	0	11
SYTL2	0	11
CCDC83	0.00166666666666667	11
PICALM	0	11
EED	0	11
HIKESHI	0	11
CCDC81	0.0695	11
ME3	0.0896666666666667	11
PRSS23	0	11
FZD4	0	11
FZD4-DT	0.0985	11
TMEM135	0	11
LINC02711	0.0151666666666667	11
RAB38	0	11
CTSC	0	11
GRM5-AS1	0	11
GRM5	0.003	11
TYR	0	11
NOX4	0	11
FOLH1B	0.0401666666666667	11
TRIM77	0	11
TRIM49	0	11
TRIM53AP	0.0206666666666667	11
TRIM51EP	0	11
TRIM49D1	0	11
TRIM64	0.0266666666666667	11
NAALAD2	0	11
CHORDC1	0	11
DISC1FP1	0	11
FAT3	0	11
LINC02746	0.0283333333333333	11
MTNR1B	0	11
SLC36A4	0	11
DEUP1	0	11
SMCO4	0	11
CEP295	0	11
TAF1D	0	11
C11orf54	0	11
MED17	0	11
VSTM5	0	11
HEPHL1	0	11
PANX1	0	11
IZUMO1R	0	11
GPR83	0	11
MRE11	0	11
ANKRD49	0	11
C11orf97	0	11
LOC105369438	0	11
AMOTL1	0	11
CWC15	0.181833333333333	11
KDM4D	0	11
KDM4E	0	11
SRSF8	0	11
ENDOD1	0	11
LOC101929295	0	11
SESN3	0	11
FAM76B	0	11
CEP57	0	11
MTMR2	0.00566666666666667	11
MAML2	0	11
CCDC82	0.1025	11
JRKL	0.182166666666667	11
JRKL-AS1	0	11
LINC02737	0	11
CNTN5	0	11
ARHGAP42-AS1	0.0121666666666667	11
ARHGAP42	0.00166666666666667	11
PGR	0	11
PGR-AS1	0.00166666666666667	11
TRPC6	0	11
ANGPTL5	0.00683333333333333	11
CEP126	0	11
CFAP300	0	11
YAP1	0.02	11
BIRC3	0.0203333333333333	11
BIRC2	0	11
TMEM123	0.0225	11
LOC101928424	0.00616666666666667	11
LOC102723838	0.0165	11
MMP7	0	11
MMP20	0	11
MMP27	0	11
MMP8	0	11
MMP10	0.0416666666666667	11
WTAPP1	0	11
MMP1	0.0503333333333333	11
MMP3	0	11
MMP12	0	11
MMP13	0	11
DCUN1D5	0	11
DYNC2H1	0.0485	11
PDGFD	0.0201666666666667	11
LINC02552	0.0413333333333333	11
CASP12	0.0536666666666667	11
CASP4LP	0	11
CASP4	0	11
CASP5	0	11
CASP1	0	11
CARD16	0.0406666666666667	11
CASP1P2	0	11
CARD17	0	11
CARD18	0	11
GRIA4	0	11
MSANTD4	0.0558333333333333	11
KBTBD3	0	11
AASDHPPT	0	11
LINC02719	0	11
LOC101928535	0.00383333333333333	11
GUCY1A2	0	11
CWF19L2	0	11
ALKBH8	0	11
ELMOD1	0	11
SLC35F2	0	11
RAB39A	0	11
CUL5	0	11
ACAT1	0	11
NPAT	0	11
ATM	0.0378333333333333	11
C11orf65	0	11
POGLUT3	0	11
EXPH5	0	11
DDX10	0	11
C11orf87	0.0216666666666667	11
ZC3H12C	0	11
RDX	0	11
LINC02732	0	11
FDX1	0	11
ARHGAP20	0	11
LINC02550	0	11
C11orf53	0	11
COLCA1	0.0621666666666667	11
COLCA2	0	11
POU2AF1	0	11
LOC100132078	0.00533333333333333	11
BTG4	0.00733333333333333	11
LOC728196	0	11
HOATZ	0	11
LAYN	0	11
SIK2	0	11
PPP2R1B	0.092	11
ALG9	0	11
FDXACB1	0	11
C11orf1	0.00866666666666667	11
CRYAB	0	11
HSPB2-C11orf52	0	11
DIXDC1	0	11
DLAT	0	11
PIH1D2	0	11
NKAPD1	0	11
SDHD	0	11
IL18	0	11
TEX12	0	11
BCO2	0.0276666666666667	11
PTS	0.1555	11
PLET1	0	11
LINC02762	0	11
LINC02763	0	11
LINC02764	0	11
LOC101928847	0	11
NCAM1	0	11
NCAM1-AS1	0	11
TTC12	0	11
ANKK1	0	11
DRD2	0	11
TMPRSS5	0	11
ZW10	0	11
USP28	0	11
HTR3B	0	11
HTR3A	0.203333333333333	11
ZBTB16	0	11
NNMT	0	11
LOC101928940	0	11
C11orf71	0	11
REXO2	0	11
NXPE1	0	11
NXPE4	0	11
NXPE2	0	11
CADM1	0	11
LOC101928985	0	11
LINC02702	0	11
BUD13	0	11
ZPR1	0.00183333333333333	11
APOA4	0.029	11
APOC3	0	11
APOA1-AS	0	11
SIK3	0	11
PAFAH1B2	0	11
SIDT2	0	11
LOC100652768	0	11
PCSK7	0	11
RNF214	0	11
BACE1	0	11
CEP164	0	11
DSCAML1	0.157666666666667	11
FXYD6-FXYD2	0	11
FXYD6	0	11
TMPRSS13	0	11
IL10RA	0	11
SMIM35	0	11
TMPRSS4	0	11
SCN4B	0	11
SCN2B	0	11
JAML	0.0951666666666667	11
MPZL3	0	11
MPZL2	0	11
CD3E	0.0238333333333333	11
CD3D	0	11
CD3G	0	11
UBE4A	0	11
LOC100131626	0	11
KMT2A	0	11
LOC101929089	0	11
TMEM25	0	11
IFT46	0.0171666666666667	11
ARCN1	0	11
PHLDB1	0.313	11
TREH	0	11
DDX6	0	11
CXCR5	0.149166666666667	11
BCL9L	0	11
FOXR1	0	11
CENATAC	0	11
TRAPPC4	0.0643333333333333	11
SLC37A4	0	11
HYOU1	0	11
VPS11	0	11
HMBS	0	11
C2CD2L	0	11
HINFP	0	11
ABCG4	0	11
NLRX1	0	11
CBL	0	11
MCAM	0	11
RNF26	0	11
MFRP	0.0108333333333333	11
USP2	0	11
USP2-AS1	0	11
NECTIN1	0	11
LOC102724301	0	11
TRIM29	0.0405	11
LOC107984399	0.0075	11
OAF	0	11
POU2F3	0	11
LOC649133	0.0236666666666667	11
TLCD5	0.000666666666666667	11
ARHGEF12	0	11
GRIK4	0.0121666666666667	11
LOC105369532	0	11
LOC101929227	0	11
LOC101929208	0	11
TBCEL	0.0246666666666667	11
TBCEL-TECTA	0	11
SC5D	0	11
SORL1	0	11
LOC105369535	0	11
MIR100HG	0	11
UBASH3B	0	11
CRTAM	0	11
JHY	0	11
BSX	0.0111666666666667	11
LOC341056	0.104833333333333	11
HSPA8	0	11
CLMP	0	11
GRAMD1B	0	11
SCN3B	0.0318333333333333	11
ZNF202	0	11
OR6X1	0	11
OR6T1	0	11
OR10G6	0.0501666666666667	11
OR10G4	0.00416666666666667	11
OR10G9	0	11
OR10G8	0	11
OR10G7	0	11
VWA5A	0	11
OR10D3	0	11
OR8G1	0	11
OR8D1	0.0696666666666667	11
OR8B2	0	11
OR8B4	0	11
PANX3	0	11
TBRG1	0	11
SIAE	0	11
SPA17	0	11
NRGN	0	11
VSIG2	0	11
LOC101929340	0	11
MSANTD2	0	11
LOC100507283	0	11
ROBO3	0.0691666666666667	11
ROBO4	0	11
HEPACAM	0	11
CCDC15	0	11
SLC37A2	0	11
TMEM218	0.008	11
PKNOX2	0	11
FEZ1	0.0806666666666667	11
LOC403312	0.0181666666666667	11
STT3A-AS1	0	11
STT3A	0.0226666666666667	11
CHEK1	0.003	11
ACRV1	0	11
PATE1	0.022	11
PATE3	0.008	11
PATE4	0.0293333333333333	11
HYLS1	0	11
PUS3	0.00233333333333333	11
DDX25	0	11
VSIG10L2	0	11
CDON	0	11
RPUSD4	0	11
FAM118B	0	11
FOXRED1	0	11
TIRAP	0	11
DCPS	0	11
GSEC	0	11
ST3GAL4	0	11
KIRREL3	0	11
LOC101929427	0	11
KIRREL3-AS2	0	11
KIRREL3-AS3	0	11
LOC101929473	0	11
LINC02712	0.0291666666666667	11
LINC02098	0	11
ETS1	0	11
ETS1-AS1	0	11
LOC101929538	0	11
FLI1	0	11
KCNJ1	0	11
KCNJ5	0.0321666666666667	11
C11orf45	0	11
TP53AIP1	0.172333333333333	11
ARHGAP32	0.0271666666666667	11
LOC399975	0	11
BARX2	0	11
LINC01395	0	11
TMEM45B	0.092	11
NFRKB	0	11
PRDM10	0	11
LINC00167	0.354833333333333	11
APLP2	0	11
ST14	0	11
ZBTB44	0.0553333333333333	11
ZBTB44-DT	0	11
ADAMTS8	0	11
ADAMTS15	0.0878333333333333	11
MIR8052	0	11
LINC02873	0.0443333333333333	11
LINC02551	0.000833333333333333	11
SNX19	0	11
NTM	0	11
LOC101929653	0	11
OPCML	0	11
LINC02743	0.00116666666666667	11
SPATA19	0	11
IGSF9B	0	11
LINC02731	0	11
JAM3	0	11
NCAPD3	0.067	11
VPS26B	0	11
THYN1	0.0121666666666667	11
ACAD8	0	11
GLB1L3	0	11
GLB1L2	0	11
B3GAT1	0	11
B3GAT1-DT	0	11
LINC02714	0	11
LOC100507548	0.00666666666666667	11
IQSEC3	0.0165	12
LOC574538	0	12
SLC6A12	0	12
SLC6A12-AS1	0	12
SLC6A13	0	12
KDM5A	0.1075	12
CCDC77	0.0025	12
B4GALNT3	0	12
NINJ2	0	12
NINJ2-AS1	0	12
WNK1	0	12
RAD52	0	12
ERC1	0.0373333333333333	12
LINC00942	0	12
LOC107984507	0	12
FBXL14	0	12
WNT5B	0.085	12
ADIPOR2	0	12
CACNA2D4	0	12
LRTM2	0	12
LINC00940	0.0485	12
DCP1B	0.122333333333333	12
CACNA1C	0.119666666666667	12
CACNA1C-IT3	0	12
CACNA1C-AS2	0	12
CACNA1C-AS1	0	12
ITFG2-AS1	0	12
NRIP2	0	12
TEX52	0.0185	12
FOXM1	0	12
RHNO1	0	12
TULP3	0	12
TEAD4	0	12
TSPAN9	0	12
LOC100128253	0	12
LINC02417	0	12
PRMT8	0	12
THCAT155	0	12
CRACR2A	0	12
PARP11	0	12
CCND2-AS1	0	12
CCND2	0.0231666666666667	12
TIGAR	0	12
FGF23	0	12
FGF6	0	12
C12orf4	0.0105	12
RAD51AP1	0.137833333333333	12
DYRK4	0	12
AKAP3	0.005	12
NDUFA9	0.0305	12
GAU1	0	12
GALNT8	0.0128333333333333	12
KCNA6	0	12
KCNA1	0	12
KCNA5	0	12
LINC02443	0.036	12
NTF3	0.0215	12
ANO2	0	12
VWF	0	12
CD9	0	12
PLEKHG6	0	12
TNFRSF1A	0.0551666666666667	12
SCNN1A	0.0181666666666667	12
LTBR	0.0228333333333333	12
CD27-AS1	0.078	12
TAPBPL	0.0256666666666667	12
VAMP1	0	12
NCAPD2	0.0671666666666667	12
GAPDH	0.025	12
IFFO1	0	12
NOP2	0.0138333333333333	12
CHD4	0	12
LPAR5	0	12
ACRBP	0	12
ING4	0.0146666666666667	12
ZNF384	0.0085	12
PIANP	0	12
COPS7A	0	12
MLF2	0	12
PTMS	0	12
LAG3	0	12
CD4	0	12
GPR162	0	12
P3H3	0	12
GNB3	0	12
USP5	0	12
LOC105369632	0.0131666666666667	12
LRRC23	0	12
ENO2	0	12
ATN1	0	12
PTPN6	0	12
PHB2	0.497333333333333	12
EMG1	0	12
LPCAT3	0	12
C1S	0	12
C1R	0.0121666666666667	12
C1RL	0	12
C1RL-AS1	0	12
RBP5	0	12
CLSTN3	0	12
PEX5	0	12
ACSM4	0	12
CD163L1	0	12
CD163	0	12
APOBEC1	0	12
GDF3	0.4155	12
DPPA3	0.024	12
CLEC4C	0	12
NANOGNB	0.0191666666666667	12
NANOG	0	12
SLC2A14	0	12
SLC2A3	0.0675	12
FOXJ2	0	12
NECAP1	0	12
CLEC4A	0	12
FAM66C	0	12
FAM90A1	0.012	12
LINC00937	0	12
CLEC6A	0.0496666666666667	12
CLEC4D	0	12
CLEC4E	0	12
AICDA	0	12
MFAP5	0	12
RIMKLB	0	12
A2ML1	0.0356666666666667	12
PHC1	0	12
M6PR	0	12
KLRG1	0	12
LINC00612	0	12
A2M-AS1	0	12
A2M	0	12
PZP	0	12
A2MP1	0	12
LINC00987	0.0351666666666667	12
LOC642846	0	12
LINC02367	0	12
LOC728715	0	12
DDX12P	0	12
LOC408186	0	12
KLRB1	0	12
LOC374443	0	12
CLEC2D	0.0373333333333333	12
CLECL1	0	12
CD69	0	12
KLRF1	0	12
CLEC2B	0	12
KLRF2	0	12
CLEC2A	0	12
LINC02470	0	12
CLEC12A-AS1	0	12
CLEC12A	0	12
CLEC1B	0	12
CLEC12B	0	12
LOC102724020	0	12
CLEC9A	0.0095	12
CLEC1A	0	12
CLEC7A	0	12
OLR1	0	12
TMEM52B	0.0968333333333333	12
GABARAPL1	0	12
KLRD1	0	12
LINC02617	0.0421666666666667	12
KLRK1-AS1	0	12
KLRC4-KLRK1	0	12
KLRC3	0	12
KLRC1	0	12
EIF2S3B	0.0223333333333333	12
LINC02446	0	12
KLRA1P	0	12
MAGOHB	0	12
STYK1	0.131666666666667	12
YBX3	0.0281666666666667	12
LINC02366	0	12
TAS2R7	0.00216666666666667	12
TAS2R8	0.0155	12
TAS2R9	0.00133333333333333	12
PRH1-PRR4	0	12
PRB3	0	12
PRB4	0	12
PRB1	0	12
LOC440084	0	12
LINC01252	0.014	12
ETV6	0.0055	12
BCL2L14	0	12
LRP6	0	12
MANSC1	0	12
BORCS5	0	12
DUSP16	0	12
CREBL2	0	12
GPR19	0.0205	12
CDKN1B	0.0143333333333333	12
APOLD1	0	12
DDX47	0.0213333333333333	12
RPL13AP20	0	12
GPRC5A	0	12
GPRC5D-AS1	0	12
FAM234B	0	12
GSG1	0	12
EMP1	0	12
LINC01559	0.0158333333333333	12
GRIN2B	0	12
ATF7IP	0	12
PLBD1	0	12
PLBD1-AS1	0	12
GUCY2C	0	12
H2AJ	0	12
WBP11	0.0668333333333333	12
C12orf60	0	12
ART4	0	12
MGP	0	12
ERP27	0	12
ARHGDIB	0	12
PDE6H	0.0256666666666667	12
LINC01489	0	12
RERG	0.0153333333333333	12
RERG-AS1	0	12
PTPRO	0	12
EPS8	0	12
STRAP	0	12
DERA	0.0215	12
SLC15A5	0.0436666666666667	12
MGST1	0	12
LMO3	0.0455	12
LINC02378	0	12
RERGL	0.0121666666666667	12
PIK3C2G	0	12
PLCZ1	0	12
PLEKHA5	0	12
AEBP2	0.0588333333333333	12
LINC02398	0.103833333333333	12
LINC02468	0	12
PDE3A	0	12
SLCO1C1	0	12
SLCO1B3	0	12
SLCO1B3-SLCO1B7	0	12
SLCO1B1	0	12
SLCO1A2	0.0321666666666667	12
PYROXD1	0.0148333333333333	12
RECQL	0	12
GOLT1B	0	12
SPX	0.0456666666666667	12
GYS2	0.0445	12
LDHB	0	12
KCNJ8	0	12
ABCC9	0	12
CMAS	0	12
ST8SIA1	0.0306666666666667	12
C2CD5	0	12
LOC105369691	0	12
ETNK1	0	12
LOC101928441	0.000833333333333333	12
SOX5	0	12
SOX5-AS1	0	12
LINC00477	0	12
BCAT1	0	12
C12orf77	0	12
LOC645177	0	12
IRAG2	0.051	12
CFAP94	0	12
ETFRF1	0	12
KRAS	0	12
LMNTD1	0	12
RASSF8-AS1	0	12
RASSF8	0	12
BHLHE41	0	12
SSPN	0	12
ITPR2	0	12
INTS13	0.0381666666666667	12
FGFR1OP2	0	12
TM7SF3	0	12
MED21	0	12
C12orf71	0.00266666666666667	12
STK38L	0	12
ARNTL2	0.0296666666666667	12
ARNTL2-AS1	0.0403333333333333	12
SMCO2	0	12
PPFIBP1	0	12
MRPS35	0.0513333333333333	12
MANSC4	0.00583333333333333	12
KLHL42	0.029	12
PTHLH	0.00933333333333333	12
LOC729291	0	12
CCDC91	0	12
FAR2	0	12
LOC100506606	0	12
ERGIC2	0	12
OVCH1-AS1	0	12
OVCH1	0	12
TMTC1	0.0408333333333333	12
IPO8	0	12
CAPRIN2	0	12
LOC645485	0	12
LINC00941	0.029	12
TSPAN11	0	12
DDX11-AS1	0	12
DDX11	0	12
OVOS2	0	12
SINHCAF	0	12
LINC02387	0.056	12
DENND5B	0	12
DENND5B-AS1	0	12
ETFBKMT	0	12
AMN1	0	12
LINC02422	0	12
RESF1	0.0263333333333333	12
BICD1	0	12
FGD4	0.0618333333333333	12
DNM1L	0	12
YARS2	0	12
PKP2	0	12
SYT10	0	12
ALG10	0	12
ALG10B	0	12
CPNE8	0.0418333333333333	12
KIF21A	0	12
ABCD2	0.101333333333333	12
C12orf40	0	12
SLC2A13	0	12
LINC02471	0.00866666666666667	12
LRRK2	0	12
MUC19	0	12
CNTN1	0.000166666666666667	12
PDZRN4	0	12
GXYLT1	0.0208333333333333	12
YAF2	0	12
ZCRB1	0	12
PPHLN1	0	12
PRICKLE1	0	12
LINC02402	0	12
LINC02451	0	12
LINC02450	0	12
LINC02461	0	12
ADAMTS20	0	12
PUS7L	0	12
IRAK4	0	12
TWF1	0	12
TMEM117	0	12
NELL2	0	12
DBX2	0	12
PLEKHA8P1	0	12
ANO6	0.003	12
LINC00938	0.0125	12
ARID2	0	12
SCAF11	0	12
SLC38A1	0	12
SLC38A2	0	12
LOC100288798	0	12
SLC38A4	0	12
AMIGO2	0	12
PCED1B	0	12
PCED1B-AS1	0	12
LOC105369747	0	12
LINC02156	0	12
RPAP3	0	12
ENDOU	0	12
RAPGEF3	0.104333333333333	12
SLC48A1	0.0226666666666667	12
HDAC7	0.133666666666667	12
VDR	0.0181666666666667	12
TMEM106C	0	12
COL2A1	0.157333333333333	12
SENP1	0.0408333333333333	12
PFKM	0	12
ASB8	0	12
ZNF641	0	12
ANP32D	0	12
C12orf54	0	12
OR8S1	0	12
LALBA	0.00233333333333333	12
KANSL2	0	12
CCNT1	0.0885	12
TEX49	0	12
ADCY6	0.0596666666666667	12
CACNB3	0	12
DDX23	0	12
RND1	0	12
CCDC65	0	12
FKBP11	0	12
ARF3	0	12
WNT10B	0	12
DDN-AS1	0	12
KMT2D	0.45	12
DHH	0	12
LMBR1L	0	12
TUBA1B	0.0865	12
TUBA1C	0.0431666666666667	12
LOC101927267	0.111	12
TROAP	0	12
C1QL4	0.148	12
SPATS2	0	12
KCNH3	0	12
FAM186B	0	12
PRPF40B	0	12
FMNL3	0	12
TMBIM6	0	12
NCKAP5L	0	12
BCDIN3D-AS1	0	12
FAIM2	0	12
LINC02396	0	12
LINC02395	0	12
AQP2	0	12
LOC101927318	0	12
AQP5	0	12
RACGAP1	0	12
ASIC1	0	12
SMARCD1	0	12
GPD1	0	12
COX14	0	12
CERS5	0	12
LIMA1	0	12
FAM186A	0.051	12
LARP4	0	12
DIP2B	0.0223333333333333	12
ATF1	0	12
TMPRSS12	0	12
METTL7A	0.027	12
HIGD1C	0	12
SLC11A2	0	12
LETMD1	0	12
CSRNP2	0	12
TFCP2	0	12
POU6F1	0	12
DAZAP2	0.0556666666666667	12
SMAGP	0	12
BIN2	0	12
CELA1	0	12
GALNT6	0.00183333333333333	12
SLC4A8	0	12
SCN8A	0	12
FIGNL2	0	12
FIGNL2-DT	0	12
ANKRD33	0	12
ACVRL1	0.00633333333333333	12
ACVR1B	0	12
TAMALIN	0	12
NR4A1	0	12
ATG101	0.00933333333333333	12
SMIM41	0.0401666666666667	12
OR7E47P	0.0523333333333333	12
KRT80	0.0433333333333333	12
LINC02874	0	12
LINC00592	0	12
KRT7	0	12
KRT7-AS	0	12
KRT87P	0	12
KRT86	0	12
KRT83	0	12
KRT85	0	12
KRT84	0.113666666666667	12
KRT82	0	12
KRT75	0	12
KRT6B	0	12
KRT6C	0.00883333333333333	12
KRT6A	0	12
KRT5	0.0633333333333333	12
KRT71	0	12
KRT74	0.148833333333333	12
KRT72	0	12
KRT73	0.0075	12
KRT73-AS1	0	12
KRT2	0	12
KRT1	0	12
KRT77	0	12
KRT76	0	12
KRT3	0	12
KRT4	0	12
KRT79	0	12
KRT78	0	12
KRT8	0.145	12
KRT18	0	12
EIF4B	0	12
LOC283335	0	12
TNS2	0	12
SPRYD3	0	12
IGFBP6	0.004	12
SOAT2	0	12
CSAD	0	12
ZNF740	0	12
ITGB7	0.197333333333333	12
RARG	0	12
ESPL1	0	12
PFDN5	0	12
MYG1	0	12
AAAS	0.1875	12
SP7	0	12
SP1	0	12
AMHR2	0	12
PRR13	0.440333333333333	12
PCBP2	0.0556666666666667	12
MAP3K12	0.0416666666666667	12
ATF7	0.0155	12
LOC100652999	0	12
ATP5MC2	0	12
CALCOCO1	0	12
CISTR	0	12
HOXC13-AS	0	12
HOXC13	0	12
HOXC12	0.0481666666666667	12
HOTAIR	0	12
HOXC10	0	12
HOXC-AS2	0	12
HOXC9	0	12
HOXC5	0	12
HOXC4	0	12
FLJ12825	0.0713333333333333	12
LINC02381	0	12
SMUG1	0	12
CBX5	0	12
NFE2	0	12
COPZ1	0	12
LOC102724050	0.0145	12
GTSF1	0	12
NCKAP1L	0	12
PDE1B	0	12
PPP1R1A	0	12
GLYCAM1	0	12
MUCL1	0	12
TESPA1	0.00466666666666667	12
NEUROD4	0	12
OR10A7	0.0025	12
OR6C6	0.007	12
OR6C1	0	12
OR6C3	0	12
OR6C68	0	12
OR6C4	0	12
METTL7B	0	12
ITGA7	0	12
BLOC1S1-RDH5	0	12
SARNP	0	12
DNAJC14	0	12
TMEM198B	0	12
MMP19	0.0655	12
PYM1	0	12
DGKA	0.038	12
PMEL	0	12
CDK2	0	12
RAB5B	0	12
SUOX	0	12
IKZF4	0	12
LOC105369781	0	12
RPS26	0	12
ERBB3	0	12
PA2G4	0	12
RPL41	0.0396666666666667	12
ZC3H10	0	12
ESYT1	0	12
MYL6B	0.0846666666666667	12
SMARCC2	0	12
RNF41	0	12
NABP2	0	12
SLC39A5	0	12
ANKRD52	0	12
CS	0.0476666666666667	12
CNPY2	0	12
PAN2	0	12
STAT2	0	12
APOF	0	12
TIMELESS	0.048	12
MIP	0	12
SPRYD4	0	12
GLS2	0	12
SNORA105C	0	12
RBMS2	0.0143333333333333	12
BAZ2A	0.0618333333333333	12
ATP5F1B	0	12
PTGES3	0	12
NACA	0	12
PRIM1	0	12
HSD17B6	0	12
SDR9C7	0	12
RDH16	0	12
GPR182	0.000666666666666667	12
ZBTB39	0	12
TAC3	0	12
MYO1A	0	12
NEMP1	0	12
NAB2	0.0128333333333333	12
STAT6	0	12
LRP1	0	12
LRP1-AS	0.0116666666666667	12
NXPH4	0.114666666666667	12
NDUFA4L2	0	12
STAC3	0	12
R3HDM2	0	12
INHBC	0	12
INHBE	0	12
GLI1	0	12
ARHGAP9	0	12
MARS1	0	12
MBD6	0	12
DCTN2	0	12
KIF5A	0	12
PIP4K2C	0	12
ARHGEF25	0	12
B4GALNT1	0.0941666666666667	12
OS9	0	12
AGAP2	0.145166666666667	12
TSPAN31	0	12
CYP27B1	0	12
METTL1	0	12
TSFM	0	12
AVIL	0.007	12
CTDSP2	0	12
LOC283387	0.0553333333333333	12
GIHCG	0	12
ATP23	0	12
LINC02403	0	12
LINC02388	0.233166666666667	12
LOC100506869	0.004	12
LRIG3	0.00416666666666667	12
SLC16A7	0.011	12
TAFA2	0	12
USP15	0	12
MON2	0.0286666666666667	12
LINC01465	0.0153333333333333	12
PPM1H	0	12
AVPR1A	0.00133333333333333	12
DPY19L2	0	12
RXYLT1	0	12
RXYLT1-AS1	0	12
SRGAP1	0	12
C12orf66	0	12
C12orf56	0.07	12
XPOT	0	12
TBK1	0	12
RASSF3	0	12
GNS	0	12
TBC1D30	0	12
LINC02389	0	12
LINC02231	0	12
WIF1	0	12
LEMD3	0	12
MSRB3	0.0646666666666667	12
LOC100507065	0.0255	12
RPSAP52	0	12
HMGA2	0	12
HMGA2-AS1	0	12
MIR6074	0	12
LINC02425	0	12
LLPH	0	12
TMBIM4	0.0351666666666667	12
IRAK3	0	12
HELB	0.000666666666666667	12
GRIP1	0.0075	12
LOC102724421	0	12
CAND1	0.0201666666666667	12
LINC02420	0	12
LINC02408	0	12
DYRK2	0	12
LINC02421	0	12
LINC01479	0.00183333333333333	12
IFNG-AS1	0	12
IFNG	0	12
IL26	0	12
IL22	0.000666666666666667	12
MDM1	0	12
LINC02384	0	12
RAP1B	0.0103333333333333	12
LOC100507250	0	12
NUP107	0.0291666666666667	12
SLC35E3	0	12
LOC100130075	0	12
MDM2	0	12
CPM	0	12
CPSF6	0	12
LYZ	0	12
YEATS4	0	12
FRS2	0	12
CCT2	0	12
BEST3	0	12
LOC101928002	0	12
RAB3IP	0	12
MYRFL	0	12
PRANCR	0.117833333333333	12
CNOT2	0.0025	12
KCNMB4	0.0471666666666667	12
PTPRB	0	12
PTPRR	0	12
TSPAN8	0.0545	12
LGR5	0	12
ZFC3H1	0	12
THAP2	0.0543333333333333	12
TMEM19	0.0135	12
RAB21	0	12
TBC1D15	0	12
MRS2P2	0	12
TPH2	0	12
TRHDE-AS1	0	12
TRHDE	0	12
LINC02444	0	12
LINC02882	0.0215	12
ATXN7L3B	0	12
KCNC2	0.000333333333333333	12
LOC100130268	0	12
CAPS2	0	12
GLIPR1L2	0	12
GLIPR1	0	12
KRR1	0.0275	12
PHLDA1	0	12
NAP1L1	0	12
LNCOG	0	12
OSBPL8	0	12
ZDHHC17	0.00266666666666667	12
CSRP2	0	12
E2F7	0.004	12
NAV3	0.0045	12
LINC02424	0	12
SYT1	0	12
PAWR	0	12
PPP1R12A	0	12
OTOGL	0.00866666666666667	12
PTPRQ	0	12
MYF5	0	12
LINC01490	0	12
LIN7A	0	12
ACSS3	0	12
PPFIA2	0	12
PPFIA2-AS1	0	12
LINC02426	0	12
CCDC59	0	12
METTL25	0	12
TMTC2	0	12
SLC6A15	0	12
TSPAN19	0	12
LRRIQ1	0	12
ALX1	0	12
RASSF9	0	12
NTS	0	12
MGAT4C	0	12
LOC105369879	0	12
LINC02258	0	12
C12orf50	0	12
C12orf29	0	12
CEP290	0	12
TMTC3	0.097	12
KITLG	0	12
LINC02458	0.1835	12
DUSP6	0.00116666666666667	12
POC1B	0	12
POC1B-AS1	0	12
ATP2B1	0.0418333333333333	12
ATP2B1-AS1	0	12
LINC02399	0	12
LINC02392	0	12
LINC00615	0	12
CCER1	0	12
EPYC	0	12
KERA	0	12
LUM	0	12
DCN	0	12
LINC01619	0.0835	12
BTG1	0.0696666666666667	12
LOC101928617	0	12
CLLU1-AS1	0	12
CLLU1	0.111	12
LINC02397	0	12
PLEKHG7	0	12
EEA1	0	12
LOC643339	0	12
NUDT4P2	0.0421666666666667	12
NUDT4	0	12
UBE2N	0	12
MRPL42	0	12
SOCS2-AS1	0	12
