chr	gene	PIP
chr12	CCDC60	0
chr12	PRKAB1	0
chr12	CIT	0
chr12	BICDL1	0
chr12	RAB35	0
chr12	GCN1	0
chr12	PXN	0
chr12	SIRT4	0
chr12	PLA2G1B	0
chr12	GATC	0
chr12	SRSF9	0
chr12	DYNLL1	0
chr12	NRAV	0
chr12	COQ5	0
chr12	RNF10	0
chr12	CABP1	0
chr12	MLEC	0
chr12	UNC119B	0
chr12	ACADS	0
chr12	SPPL3	0
chr12	XLOC_009911	0
chr12	HNF1A	0
chr12	C12orf43	0
chr12	OASL	0
chr12	P2RX4	0
chr12	CAMKK2	0
chr12	ANAPC5	0
chr12	RNF34	0
chr12	KDM2B	0
chr12	MIR548AQ	0
chr12	ORAI1	0
chr12	MORN3	0
chr12	TMEM120B	0
chr12	RHOF	0
chr12	LINC01089	0
chr12	SETD1B	0
chr12	PSMD9	0
chr12	CFAP251	0
chr12	BCL7A	0
chr12	MLXIP	0
chr12	LRRC43	0
chr12	DIABLO	0
chr12	CLIP1	0
chr12	CLIP1-AS1	0
chr12	ZCCHC8	0
chr12	RSRC2	0
chr12	KNTC1	0
chr12	HCAR2	0
chr12	HCAR1	0
chr12	DENR	0
chr12	CCDC62	0
chr12	HIP1R	0
chr12	ABCB9	0
chr12	PITPNM2	0
chr12	C12orf65	0
chr12	CDK2AP1	0
chr12	SBNO1	0
chr12	KMT5A	0
chr12	RILPL2	0
chr12	SNRNP35	0
chr12	RILPL1	0
chr12	MIR3908	0
chr12	TMED2-DT	0
chr12	TMED2	0
chr12	DDX55	0
chr12	EIF2B1	0
chr12	GTF2H3	0
chr12	TCTN2	0
chr12	ATP6V0A2	0
chr12	CCDC92	0
chr12	ZNF664	0
chr12	NCOR2	0
chr12	SCARB1	0
chr12	BRI3BP	0
chr12	AACS	0
chr12	TMEM132B	0
chr12	LINC00939	0
chr12	LINC02359	0
chr12	LINC02825	0
chr12	LINC02347	0
chr12	LOC100996671	0
chr12	LINC00944	0
chr12	LINC02372	0
chr12	LINC02405	0
chr12	LINC02376	0
chr12	LINC02375	0
chr12	LOC105370068	0
chr12	LINC02393	0
chr12	LINC00508	0
chr12	LINC02441	0
chr12	LOC100128276	0
chr12	GLT1D1	0
chr12	TMEM132D	0
chr12	LINC02419	0
chr12	PIWIL1	0
chr12	RIMBP2	0
chr12	STX2	0
chr12	RAN	0
chr12	ADGRD1-AS1	0
chr12	LINC01257	0
chr12	LINC02415	0
chr12	LINC02370	0
chr12	SFSWAP	0
chr12	MMP17	0
chr12	PUS1	0
chr12	EP400	0
chr12	EP400P1	0
chr12	DDX51	0
chr12	LINC02361	0
chr12	GALNT9	0
chr12	LOC101928416	0
chr12	LRCOL1	0
chr12	P2RX2	0
chr12	POLE	0
chr12	PGAM5	0
chr12	GOLGA3	0
chr12	CHFR	0
chr12	LOC101928530	0
chr12	ZNF605	0
chr12	ZNF140	0
chr12	ZNF891	0
chr12	ZNF10	0
chr12	ZNF268	0
chr12	ANHX	0
chr13	TUBA3C	0
chr13	LINC00421	0
chr13	PSPC1	0
chr13	ZMYM5	0
chr13	ZMYM2	0
chr13	GJA3	0
chr13	GJB6	0
chr13	CRYL1	0
chr13	EEF1AKMT1	0
chr13	LOC101928764	0
chr13	MIPEPP3	0
chr13	MICU2	0
chr13	FGF9	0
chr13	LINC00424	0
chr13	LINC00540	0
chr13	BASP1P1	0
chr13	SGCG	0
chr13	SACS	0
chr13	LINC00566	0
chr13	PARP4	0
chr13	TPTE2P6	0
chr13	CENPJ	0
chr13	TPTE2P1	0
chr13	MTMR6	0
chr13	LINC00415	0
chr13	RNF6	0
chr13	CDK8	0
chr13	USP12-AS1	0
chr13	MTIF3	0
chr13	LNX2	0
chr13	PDX1	0
chr13	FLT3	0
chr13	PAN3	0
chr13	MTUS2	0
chr13	MTUS2-AS1	0
chr13	SLC7A1	0
chr13	LOC102723345	0
chr13	LINC00297	0
chr13	LINC00572	0
chr13	LINC00365	0
chr13	UBE2L5	0
chr13	HMGB1	0
chr13	USPL1	0
chr13	LINC00398	0
chr13	HSPH1	0
chr13	B3GLCT	0
chr13	FRY	0
chr13	N4BP2L1	0
chr13	PDS5B	0
chr13	LINC00423	0
chr13	LINC00457	0
chr13	LINC00445	0
chr13	CCDC169	0
chr13	CCNA1	0
chr13	SERTM1	0
chr13	SMAD9	0
chr13	ALG5	0
chr13	SUPT20H	0
chr13	LINC01048	0
chr13	TRPC4	0
chr13	LINC00571	0
chr13	PROSER1	0
chr13	NHLRC3	0
chr13	COG6	0
chr13	LINC00332	0
chr13	LINC00598	0
chr13	MRPS31	0
chr13	SLC25A15	0
chr13	TPTE2P5	0
chr13	ELF1	0
chr13	WBP4	0
chr13	MTRF1	0
chr13	NAA16	0
chr13	OR7E37P	0
chr13	RGCC	0
chr13	VWA8	0
chr13	VWA8-AS1	0
chr13	DGKH	0
chr13	TNFSF11	0
chr13	FAM216B	0
chr13	LINC00428	0
chr13	ENOX1-AS2	0
chr13	LACC1	0
chr13	SERP2	0
chr13	TSC22D1	0
chr13	TSC22D1-AS1	0
chr13	LINC00407	0
chr13	NUFIP1	0
chr13	GTF2F2	0
chr13	TPT1	0
chr13	LINC01055	0
chr13	CBY2	0
chr13	CPB2-AS1	0
chr13	CPB2	0
chr13	LCP1	0
chr13	HTR2A-AS1	0
chr13	NUDT15	0
chr13	RB1	0
chr13	LPAR6	0
chr13	CDADC1	0
chr13	RCBTB1	0
chr13	EBPL	0
chr13	CTAGE10P	0
chr13	SPRYD7	0
chr13	DLEU2	0
chr13	DLEU7	0
chr13	RNASEH2B-AS1	0
chr13	C13orf42	0
chr13	SERPINE3	0
chr13	INTS6-AS1	0
chr13	CCDC70	0
chr13	LOC101929657	0
chr13	NEK3	0
chr13	CKAP2	0
chr13	TPTE2P3	0
chr13	CNMD	0
chr13	MIR5007	0
chr13	DIAPH3-AS2	0
chr13	LINC00434	0
chr13	LINC00448	0
chr13	LINC00395	0
chr13	LINC00355	0
chr13	PCDH9	0
chr13	PCDH9-AS3	0
chr13	DACH1	0
chr13	BORA	0
chr13	KLF5	0
chr13	UCHL3	0
chr13	BTF3P11	0
chr13	CLN5	0
chr13	FBXL3	0
chr13	MYCBP2	0
chr13	MYCBP2-AS1	0
chr13	SCEL	0
chr13	EDNRB	0
chr13	LINC00446	0
chr13	LOC780529	0
chr13	OBI1	0
chr13	RBM26	0
chr13	RBM26-AS1	0
chr13	NDFIP2-AS1	0
chr13	LINC01080	0
chr13	SPRY2	0
chr13	SLITRK1	0
chr13	LINC00333	0
chr13	LINC00351	0
chr13	SLITRK5	0
chr13	LINC00397	0
chr13	LINC00373	0
chr13	LINC00433	0
chr13	LINC01040	0
chr13	LINC00559	0
chr13	MIR622	0
chr13	LINC00380	0
chr13	GPC6-AS2	0
chr13	DCT	0
chr13	SOX21	0
chr13	LINC00557	0
chr13	ABCC4	0
chr13	CLDN10	0
chr13	OXGR1	0
chr13	SLC15A1	0
chr13	UBAC2	0
chr13	LINC01232	0
chr13	LINC01039	0
chr13	CLYBL	0
chr13	ZIC5	0
chr13	PCCA-DT	0
chr13	PCCA-AS1	0
chr13	ITGBL1	0
chr13	FGF14-IT1	0
chr13	METTL21C	0
chr13	TEX30	0
chr13	POGLUT2	0
chr13	DAOA-AS1	0
chr13	LINC00343	0
chr13	EFNB2	0
chr13	ARGLU1	0
chr13	TNFSF13B	0
chr13	MYO16-AS1	0
chr13	IRS2	0
chr13	LINC00396	0
chr13	COL4A1	0
chr13	COL4A2-AS1	0
chr13	ING1	0
chr13	ANKRD10	0
chr13	LINC00368	0
chr13	ARHGEF7-AS1	0
chr13	TEX29	0
chr13	LOC100506016	0
chr13	LINC01043	0
chr13	SPACA7	0
chr13	PROZ	0
chr13	LAMP1	0
chr13	DCUN1D2	0
chr13	TMCO3	0
chr13	TFDP1	0
chr13	TMEM255B	0
chr13	GAS6-AS1	0
chr13	GAS6	0
chr13	GAS6-DT	0
chr13	LINC00454	0
chr13	LINC00452	0
chr13	CHAMP1	0
chr14	OR4K13	0
chr14	OR4L1	0
chr14	OR11G2	0
chr14	OR11H4	0
chr14	TTC5	0
chr14	PARP2	0
chr14	TEP1	0
chr14	PIP4P1	0
chr14	RNASE9	0
chr14	LOC254028	0
chr14	OR6S1	0
chr14	ANG	0
chr14	RNASE4	0
chr14	RNASE6	0
chr14	RNASE3	0
chr14	METTL17	0
chr14	ARHGEF40	0
chr14	ZNF219	0
chr14	LINC00641	0
chr14	HNRNPC	0
chr14	RAB2B	0
chr14	TOX4	0
chr14	SALL2	0
chr14	OR10G2	0
chr14	OR4E2	0
chr14	OR4E1	0
chr14	LOC105370401	0
chr14	DAD1	0
chr14	ABHD4	0
chr14	SLC7A7	0
chr14	MRPL52	0
chr14	MMP14	0
chr14	REM2	0
chr14	PRMT5	0
chr14	LOC101926933	0
chr14	AJUBA	0
chr14	C14orf93	0
chr14	PSMB5	0
chr14	PSMB11	0
chr14	CDH24	0
chr14	C14orf119	0
chr14	CEBPE	0
chr14	SLC7A8	0
chr14	HOMEZ	0
chr14	BCL2L2-PABPN1	0
chr14	SLC22A17	0
chr14	EFS	0
chr14	MYH6	0
chr14	MYH7	0
chr14	NGDN	0
chr14	ZFHX2	0
chr14	DHRS2	0
chr14	DHRS4	0
chr14	DHRS4L1	0
chr14	CARMIL3	0
chr14	CPNE6	0
chr14	NRL	0
chr14	PCK2	0
chr14	DCAF11	0
chr14	PSME1	0
chr14	EMC9	0
chr14	IPO4	0
chr14	CHMP4A	0
chr14	GMPR2	0
chr14	TGM1	0
chr14	ADCY4	0
chr14	NYNRIN	0
chr14	CBLN3	0
chr14	KHNYN	0
chr14	LOC101927045	0
chr14	CMA1	0
chr14	CTSG	0
chr14	GZMH	0
chr14	GZMB	0
chr14	STXBP6	0
chr14	NOVA1	0
chr14	LINC02294	0
chr14	LOC728755	0
chr14	FOXG1-AS1	0
chr14	LINC01551	0
chr14	LINC02282	0
chr14	G2E3-AS1	0
chr14	G2E3	0
chr14	SCFD1	0
chr14	LOC100506071	0
chr14	STRN3	0
chr14	HEATR5A	0
chr14	DTD2	0
chr14	LINC02313	0
chr14	ARHGAP5	0
chr14	AKAP6	0
chr14	SPTSSA	0
chr14	SNX6	0
chr14	CFL2	0
chr14	LOC112268124	0
chr14	FAM177A1	0
chr14	PPP2R3C	0
chr14	PRORP	0
chr14	PSMA6	0
chr14	NFKBIA	0
chr14	RALGAPA1	0
chr14	BRMS1L	0
chr14	LINC00609	0
chr14	PTCSC3	0
chr14	PAX9	0
chr14	SLC25A21	0
chr14	MIPOL1	0
chr14	FOXA1	0
chr14	SSTR1	0
chr14	SEC23A	0
chr14	TRAPPC6B	0
chr14	PNN	0
chr14	MIA2	0
chr14	FBXO33	0
chr14	LINC02315	0
chr14	LRFN5	0
chr14	FSCB	0
chr14	LOC105370473	0
chr14	LINC02302	0
chr14	KLHL28	0
chr14	PRPF39	0
chr14	FKBP3	0
chr14	MIS18BP1	0
chr14	LINC00871	0
chr14	MDGA2	0
chr14	RPS29	0
chr14	ARF6	0
chr14	LINC01588	0
chr14	LINC01599	0
chr14	SOS2	0
chr14	L2HGDH	0
chr14	DMAC2L	0
chr14	CDKL1	0
chr14	SAV1	0
chr14	NIN	0
chr14	LOC105370489	0
chr14	ABHD12B	0
chr14	TRIM9	0
chr14	TMX1	0
chr14	LINC00519	0
chr14	LINC00640	0
chr14	FRMD6-AS2	0
chr14	FRMD6	0
chr14	NID2	0
chr14	PTGDR	0
chr14	PTGER2	0
chr14	TXNDC16	0
chr14	GPR137C	0
chr14	PSMC6	0
chr14	STYX	0
chr14	GNPNAT1	0
chr14	FERMT2	0
chr14	DDHD1	0
chr14	CNIH1	0
chr14	GMFB	0
chr14	SAMD4A	0
chr14	GCH1	0
chr14	WDHD1	0
chr14	SOCS4	0
chr14	MAPK1IP1L	0
chr14	LGALS3	0
chr14	ATG14	0
chr14	TBPL2	0
chr14	KTN1	0
chr14	LINC00520	0
chr14	PELI2	0
chr14	LOC101927690	0
chr14	TMEM260	0
chr14	AP5M1	0
chr14	CCDC198	0
chr14	ARMH4	0
chr14	ACTR10	0
chr14	ARID4A	0
chr14	KIAA0586	0
chr14	DACT1	0
chr14	LINC01500	0
chr14	L3HYPDH	0
chr14	CCDC175	0
chr14	RTN1	0
chr14	LRRC9	0
chr14	PCNX4	0
chr14	SIX4	0
chr14	MNAT1	0
chr14	SLC38A6	0
chr14	PRKCH	0
chr14	HIF1A-AS1	0
chr14	HIF1A	0
chr14	SNAPC1	0
chr14	SYT16	0
chr14	LINC00643	0
chr14	LINC00644	0
chr14	RHOJ	0
chr14	GPHB5	0
chr14	PPP2R5E	0
chr14	WDR89	0
chr14	SGPP1	0
chr14	SYNE2	0
chr14	ESR2	0
chr14	TEX21P	0
chr14	MTHFD1	0
chr14	ZBTB25	0
chr14	ZBTB1	0
chr14	LOC102723809	0
chr14	HSPA2	0
chr14	PPP1R36	0
chr14	PLEKHG3	0
chr14	SPTB	0
chr14	CHURC1-FNTB	0
chr14	RAB15	0
chr14	MAX	0
chr14	LINC02324	0
chr14	FUT8	0
chr14	CCDC196	0
chr14	GPHN	0
chr14	PLEK2	0
chr14	MIR5694	0
chr14	PLEKHH1	0
chr14	ARG2	0
chr14	VTI1B	0
chr14	RDH12	0
chr14	RAD51B	0
chr14	ACTN1	0
chr14	DCAF5	0
chr14	GALNT16	0
chr14	ERH	0
chr14	LOC100289511	0
chr14	SRSF5	0
chr14	SLC10A1	0
chr14	LOC100506358	0
chr14	SLC8A3	0
chr14	LOC646548	0
chr14	ADAM21P1	0
chr14	ADAM21	0
chr14	ADAM20P1	0
chr14	MED6	0
chr14	LOC101928075	0
chr14	LINC01269	0
chr14	MAP3K9	0
chr14	PCNX1	0
chr14	LOC145474	0
chr14	RGS6	0
chr14	DPF3	0
chr14	DCAF4	0
chr14	ZFYVE1	0
chr14	RBM25	0
chr14	PSEN1	0
chr14	NUMB	0
chr14	LOC101928143	0
chr14	HEATR4	0
chr14	ACOT2	0
chr14	ACOT4	0
chr14	DNAL1	0
chr14	MIDEAS	0
chr14	LINC02274	0
chr14	PTGR2	0
chr14	ZNF410	0
chr14	FAM161B	0
chr14	COQ6	0
chr14	ENTPD5	0
chr14	BBOF1	0
chr14	ALDH6A1	0
chr14	LIN52	0
chr14	VSX2	0
chr14	VRTN	0
chr14	SYNDIG1L	0
chr14	NPC2	0
chr14	LTBP2	0
chr14	AREL1	0
chr14	FCF1	0
chr14	YLPM1	0
chr14	DLST	0
chr14	RPS6KL1	0
chr14	PGF	0
chr14	EIF2B2	0
chr14	MLH3	0
chr14	ZC2HC1C	0
chr14	TMED10	0
chr14	FOS	0
chr14	FLVCR2	0
chr14	ERG28	0
chr14	TTLL5	0
chr14	TGFB3	0
chr14	IFT43	0
chr14	ESRRB	0
chr14	ANGEL1	0
chr14	LRRC74A	0
chr14	IRF2BPL	0
chr14	LOC105370579	0
chr14	LINC02289	0
chr14	ZDHHC22	0
chr14	TMEM63C	0
chr14	NGB	0
chr14	SAMD15	0
chr14	ISM2	0
chr14	ALKBH1	0
chr14	SNW1	0
chr14	ADCK1	0
chr14	NRXN3	0
chr14	LOC105370586	0
chr14	DIO2	0
chr14	DIO2-AS1	0
chr14	CEP128	0
chr14	GTF2A1	0
chr14	STON2	0
chr14	SEL1L	0
chr14	LINC01467	0
chr14	LINC02311	0
chr14	LINC02301	0
chr14	SNORD3P3	0
chr14	FLRT2	0
chr14	LINC02328	0
chr14	LINC01148	0
chr14	LINC02330	0
chr14	GALC	0
chr14	GPR65	0
chr14	LINC01147	0
chr14	LINC01146	0
chr14	KCNK10	0
chr14	SPATA7	0
chr14	PTPN21	0
chr14	ZC3H14	0
chr14	FOXN3	0
chr14	FOXN3-AS1	0
chr14	EFCAB11	0
chr14	TDP1	0
chr14	KCNK13	0
chr14	PSMC1	0
chr14	LINC02317	0
chr14	LINC00642	0
chr14	LOC105370619	0
chr14	LOC101928909	0
chr14	RPS6KA5	0
chr14	CCDC88C	0
chr14	PPP4R3A	0
chr14	TC2N	0
chr14	FBLN5	0
chr14	ATXN3	0
chr14	CPSF2	0
chr14	SLC24A4	0
chr14	LINC02287	0
chr14	CHGA	0
chr14	ITPK1	0
chr14	MOAP1	0
chr14	UBR7	0
chr14	UNC79	0
chr14	FAM181A-AS1	0
chr14	ASB2	0
chr14	CCDC197	0
chr14	DDX24	0
chr14	IFI27L1	0
chr14	PPP4R4	0
chr14	SERPINA10	0
chr14	SERPINA2	0
chr14	SERPINA1	0
chr14	SERPINA12	0
chr14	SERPINA4	0
chr14	SERPINA5	0
chr14	SERPINA13P	0
chr14	GSC	0
chr14	DICER1-AS1	0
chr14	CLMN	0
chr14	LINC02292	0
chr14	SYNE3	0
chr14	TCL6	0
chr14	TCL1B	0
chr14	LOC107984703	0
chr14	TUNAR	0
chr14	BDKRB2	0
chr14	GSKIP	0
chr14	AK7	0
chr14	VRK1	0
chr14	LINC00618	0
chr14	LINC02304	0
chr14	LINC02325	0
chr14	LINC02291	0
chr14	LINC02312	0
chr14	LINC01550	0
chr14	BCL11B	0
chr14	SETD3	0
chr14	CCNK	0
chr14	HHIPL1	0
chr14	CYP46A1	0
chr14	EML1	0
chr14	DEGS2	0
chr14	YY1	0
chr14	SLC25A47	0
chr14	WARS1	0
chr14	BEGAIN	0
chr14	MIR2392	0
chr14	RTL1	0
chr14	MEG8	0
chr14	MIR543	0
chr14	MIR154	0
chr14	MIR377	0
chr14	MIR541	0
chr14	MIR656	0
chr14	LINC00524	0
chr14	PPP2R5C	0
chr14	DYNC1H1	0
chr14	MOK	0
chr14	ZNF839	0
chr14	CINP	0
chr14	ANKRD9	0
chr14	LINC02323	0
chr14	RCOR1	0
chr14	TRAF3	0
chr14	LBHD2	0
chr14	EXOC3L4	0
chr14	LINC00677	0
chr14	TNFAIP2	0
chr14	LINC00605	0
chr14	LOC105370687	0
chr14	MARK3	0
chr14	ZFYVE21	0
chr14	PPP1R13B	0
chr14	ASPG	0
chr14	LOC105370708	0
chr14	KIF26A	0
chr14	LINC02691	0
chr14	C14orf180	0
chr14	TMEM179	0
chr14	INF2	0
chr14	AKT1	0
chr14	ZBTB42	0
chr14	PLD4	0
chr14	AHNAK2	0
chr14	CLBA1	0
chr14	GPR132	0
chr14	LINC02298	0
chr14	JAG2	0
chr14	NUDT14	0
chr14	BTBD6	0
chr14	TEX22	0
chr14	CRIP1	0
chr14	TEDC1	0
chr14	LOC105370697	0
chr14	FAM30A	0
chr14	ADAM6	0
chr15	TUBGCP5	0
chr15	CYFIP1	0
chr15	NIPA2	0
chr15	GOLGA6L2	0
chr15	PWRN4	0
chr15	PWRN2	0
chr15	SNHG14	0
chr15	LINC02346	0
chr15	LINC00929	0
chr15	GABRB3	0
chr15	GABRA5	0
chr15	OCA2	0
chr15	HERC2P9	0
chr15	LOC100289656	0
chr15	FAM189A1	0
chr15	NSMCE3	0
chr15	LOC100130111	0
chr15	TJP1	0
chr15	GOLGA8J	0
chr15	GOLGA8T	0
chr15	LOC102725021	0
chr15	HERC2P10	0
chr15	FAN1	0
chr15	TRPM1	0
chr15	LOC283710	0
chr15	OTUD7A	0
chr15	CHRNA7	0
chr15	LOC101928042	0
chr15	SCG5-AS1	0
chr15	GREM1	0
chr15	RYR3-DT	0
chr15	RYR3	0
chr15	CHRM5	0
chr15	KATNBL1	0
chr15	EMC4	0
chr15	NUTM1	0
chr15	LPCAT4	0
chr15	GOLGA8A	0
chr15	LOC101928174	0
chr15	ZNF770	0
chr15	NANOGP8	0
chr15	CDIN1	0
chr15	CSNK1A1P1	0
chr15	LOC145845	0
chr15	LINC02345	0
chr15	SPRED1	0
chr15	FAM98B	0
chr15	C15orf54	0
chr15	FSIP1	0
chr15	GPR176	0
chr15	EIF2AK4	0
chr15	SRP14	0
chr15	SRP14-AS1	0
chr15	BMF	0
chr15	PLCB2	0
chr15	CCDC9B	0
chr15	IVD	0
chr15	CCDC32	0
chr15	RPUSD2	0
chr15	DNAJC17	0
chr15	VPS18	0
chr15	DLL4	0
chr15	CHAC1	0
chr15	EXD1	0
chr15	CHP1	0
chr15	OIP5	0
chr15	NUSAP1	0
chr15	NDUFAF1	0
chr15	RTF1	0
chr15	ITPKA	0
chr15	LTK	0
chr15	MAPKBP1	0
chr15	SPTBN5	0
chr15	EHD4	0
chr15	PLA2G4E-AS1	0
chr15	PLA2G4D	0
chr15	GANC	0
chr15	SNAP23	0
chr15	LRRC57	0
chr15	HAUS2	0
chr15	EPB42	0
chr15	TGM5	0
chr15	TGM7	0
chr15	ADAL	0
chr15	ZSCAN29	0
chr15	TUBGCP4	0
chr15	TP53BP1	0
chr15	MAP1A	0
chr15	PPIP5K1	0
chr15	STRC	0
chr15	PPIP5K1P1-CATSPER2	0
chr15	STRCP1	0
chr15	CATSPER2P1	0
chr15	ELL3	0
chr15	SERF2	0
chr15	SERF2-C15ORF63	0
chr15	MFAP1	0
chr15	FRMD5	0
chr15	EIF3J	0
chr15	SPG11	0
chr15	B2M	0
chr15	LOC100419583	0
chr15	TRIM69	0
chr15	TERB2	0
chr15	DUOX2	0
chr15	DUOXA1	0
chr15	DUOX1	0
chr15	SHF	0
chr15	GATM	0
chr15	SPATA5L1	0
chr15	LINC01491	0
chr15	SLC12A1	0
chr15	DUT	0
chr15	CEP152	0
chr15	SHC4	0
chr15	SECISBP2L	0
chr15	COPS2	0
chr15	GALK2	0
chr15	FAM227B	0
chr15	FGF7	0
chr15	DTWD1	0
chr15	HDC	0
chr15	GABPB1-IT1	0
chr15	USP8	0
chr15	SPPL2A	0
chr15	MIR4713HG	0
chr15	GLDN	0
chr15	DMXL2	0
chr15	SCG3	0
chr15	LYSMD2	0
chr15	TMOD2	0
chr15	TMOD3	0
chr15	LEO1	0
chr15	GNB5	0
chr15	MYO5C	0
chr15	MYO5A	0
chr15	ARPP19	0
chr15	FAM214A	0
chr15	ONECUT1	0
chr15	WDR72	0
chr15	UNC13C	0
chr15	LOC105370829	0
chr15	RSL24D1	0
chr15	RAB27A	0
chr15	PIGB	0
chr15	DNAAF4-CCPG1	0
chr15	DNAAF4	0
chr15	PYGO1	0
chr15	RFX7	0
chr15	TEX9	0
chr15	MNS1	0
chr15	LOC145783	0
chr15	LINC01413	0
chr15	CGNL1	0
chr15	LIPC-AS1	0
chr15	ADAM10	0
chr15	MINDY2	0
chr15	SLTM	0
chr15	FAM81A	0
chr15	GCNT3	0
chr15	GTF2A2	0
chr15	ANXA2	0
chr15	ICE2	0
chr15	RORA-AS1	0
chr15	RORA-AS2	0
chr15	LINC02349	0
chr15	VPS13C	0
chr15	LOC107984784	0
chr15	GOLGA2P11	0
chr15	MIR8067	0
chr15	TLN2	0
chr15	TPM1	0
chr15	LACTB	0
chr15	RAB8B	0
chr15	CA12	0
chr15	LINC02568	0
chr15	FBXL22	0
chr15	HERC1	0
chr15	DAPK2	0
chr15	CIAO2A	0
chr15	SNX22	0
chr15	PPIB	0
chr15	CSNK1G1	0
chr15	TRIP4	0
chr15	ZNF609	0
chr15	OAZ2	0
chr15	MTFMT	0
chr15	UBAP1L	0
chr15	PDCD7	0
chr15	CLPX	0
chr15	CILP	0
chr15	PARP16	0
chr15	DPP8	0
chr15	HACD3	0
chr15	SLC24A1	0
chr15	RAB11A	0
chr15	MEGF11	0
chr15	DIS3L	0
chr15	MAP2K1	0
chr15	RPL4	0
chr15	ZWILCH	0
chr15	LCTL	0
chr15	LINC01169	0
chr15	LINC02206	0
chr15	AAGAB	0
chr15	IQCH	0
chr15	IQCH-AS1	0
chr15	MAP2K5	0
chr15	SKOR1	0
chr15	PIAS1	0
chr15	CALML4	0
chr15	FEM1B	0
chr15	ITGA11	0
chr15	CORO2B	0
chr15	NOX5	0
chr15	EWSAT1	0
chr15	GLCE	0
chr15	LOC145694	0
chr15	KIF23	0
chr15	DRAIC	0
chr15	LINC00593	0
chr15	TLE3	0
chr15	LINC02205	0
chr15	SALRNA3	0
chr15	LARP6	0
chr15	LRRC49	0
chr15	CT62	0
chr15	THSD4	0
chr15	THSD4-AS1	0
chr15	THSD4-AS2	0
chr15	MYO9A	0
chr15	GRAMD2A	0
chr15	PKM	0
chr15	HEXA	0
chr15	ARIH1	0
chr15	GOLGA6B	0
chr15	BBS4	0
chr15	ADPGK	0
chr15	ADPGK-AS1	0
chr15	NEO1	0
chr15	HCN4	0
chr15	REC114	0
chr15	CD276	0
chr15	INSYN1-AS1	0
chr15	TBC1D21	0
chr15	STOML1	0
chr15	PML	0
chr15	GOLGA6A	0
chr15	LOC283731	0
chr15	STRA6	0
chr15	CCDC33	0
chr15	LINC02255	0
chr15	UBL7	0
chr15	UBL7-AS1	0
chr15	CLK3	0
chr15	EDC3	0
chr15	CYP1A2	0
chr15	CSK	0
chr15	ULK3	0
chr15	SCAMP2	0
chr15	MPI	0
chr15	FAM219B	0
chr15	COX5A	0
chr15	SCAMP5	0
chr15	PPCDC	0
chr15	C15orf39	0
chr15	LOC105376731	0
chr15	NEIL1	0
chr15	MAN2C1	0
chr15	CSPG4	0
chr15	DNM1P35	0
chr15	UBE2Q2	0
chr15	FBXO22	0
chr15	ISL2	0
chr15	SCAPER	0
chr15	RCN2	0
chr15	LOC645752	0
chr15	COMMD4P1	0
chr15	TBC1D2B	0
chr15	SH2D7	0
chr15	IDH3A	0
chr15	WDR61	0
chr15	HYKK	0
chr15	PSMA4	0
chr15	CHRNA5	0
chr15	CHRNA3	0
chr15	CHRNB4	0
chr15	LOC646938	0
chr15	ADAMTS7	0
chr15	ANKRD34C-AS1	0
chr15	ANKRD34C	0
chr15	TMED3	0
chr15	ST20	0
chr15	BCL2A1	0
chr15	ZFAND6	0
chr15	CTXND1	0
chr15	ARNT2	0
chr15	LOC101929586	0
chr15	ABHD17C	0
chr15	MESD	0
chr15	TLNRD1	0
chr15	STARD5	0
chr15	TMC3-AS1	0
chr15	MEX3B	0
chr15	LINC01583	0
chr15	ADAMTS7P1	0
chr15	GOLGA6L10	0
chr15	GOLGA6L17P	0
chr15	GOLGA2P10	0
chr15	LOC338963	0
chr15	ACTG1P17	0
chr15	HOMER2	0
chr15	BNC1	0
chr15	SH3GL3	0
chr15	DNM1P41	0
chr15	GOLGA6L4	0
chr15	GOLGA6L5P	0
chr15	UBE2Q2P1	0
chr15	LINC00933	0
chr15	ZSCAN2	0
chr15	WDR73	0
chr15	ZNF592	0
chr15	PDE8A	0
chr15	LOC101929479	0
chr15	KLHL25	0
chr15	AGBL1	0
chr15	LINC01584	0
chr15	LOC105370954	0
chr15	LOC102724452	0
chr15	NTRK3-AS1	0
chr15	MRPS11	0
chr15	MIR1179	0
chr15	ACAN	0
chr15	HAPLN3	0
chr15	FANCI	0
chr15	POLG	0
chr15	LOC105371031	0
chr15	RHCG	0
chr15	LINC00928	0
chr15	TICRR	0
chr15	KIF7	0
chr15	PEX11A	0
chr15	WDR93	0
chr15	MESP1	0
chr15	ARPIN	0
chr15	ZNF710-AS1	0
chr15	IDH2	0
chr15	IDH2-DT	0
chr15	SEMA4B	0
chr15	CIB1	0
chr15	GDPGP1	0
chr15	NGRN	0
chr15	GABARAPL3	0
chr15	CRTC3	0
chr15	CRTC3-AS1	0
chr15	LINC01585	0
chr15	FURIN	0
chr15	FES	0
chr15	MAN2A2	0
chr15	UNC45A	0
chr15	RCCD1	0
chr15	PRC1-AS1	0
chr15	VPS33B	0
chr15	VPS33B-DT	0
chr15	SV2B	0
chr15	CRAT37	0
chr15	SLCO3A1	0
chr15	ST8SIA2	0
chr15	LINC00930	0
chr15	FAM174B	0
chr15	CHD2	0
chr15	RGMA	0
chr15	LINC01579	0
chr15	LINC01580	0
chr15	MCTP2	0
chr15	LOC440311	0
chr15	LINC00924	0
chr15	LOC105369212	0
